,industry,corp_name,stock_code,공시날짜,시계열,ROE,영업이익률,순이익률,매출총이익률,부채비율,유동비율,고정비율,매출액_증감률,영업이익_증감률
0,건설업,DL이앤씨,375500,20210514,2021-1분기,4.341439030698526,11.753461088131983,10.271238695936127,18.860915151122903,103.5543043590713,159.13905969879062,68.0100173089549,0.0,0.0
1,건설업,DL이앤씨,375500,20210812,2021-2분기,2.790978169099023,11.912584793374673,6.01876898747347,16.87174872029631,100.28922928476662,171.57587740978744,74.69569412616089,13.10359435399886,14.634842288111404
2,건설업,DL이앤씨,375500,20211112,2021-3분기,4.7488316277055675,14.331968120433917,11.410836838609697,18.40187071064866,87.44008421033234,187.23432830809523,71.84090328019514,-6.00940530192684,13.079590214761705
3,건설업,DL이앤씨,375500,20220316,2021-4분기,14.138643363018803,12.54326390754293,8.331566568173331,18.166058453938533,93.49343473088511,170.6979220464559,74.43247390013676,322.38487934469777,269.66904807877967
4,건설업,DL이앤씨,375500,20220516,2022-1분기,2.263848778628813,8.30149068487001,6.784596696462759,15.39188243526942,89.40560449557998,177.10819444771718,73.50696211315169,-80.15186755157796,-86.86393845755272
5,건설업,DL이앤씨,375500,20220816,2022-2분기,2.4791101233090416,7.171901222728362,6.180505607501532,12.791709954980155,92.56619579851687,174.29994669526212,73.07204068984677,23.912354595508134,7.051516549234171
6,건설업,DL이앤씨,375500,20221114,2022-3분기,3.339016475547533,6.293898435260456,8.654150913801404,10.501603682249158,88.6396978265633,174.42313012423924,72.85530942518182,-1.4960441141213088,-13.55515440559233
7,건설업,DL이앤씨,375500,20230315,2022-4분기,9.196799986361157,6.629010700537028,5.756547442782407,12.422933990678715,91.25750136388434,168.30556671618874,76.09941864429896,305.48118580538386,327.0706220029906
8,건설업,DL이앤씨,375500,20230515,2023-1분기,-1.9681489508266925,4.873160470468685,-5.067589667526094,10.427767597982779,92.43276037249451,165.51190660367254,75.64762488558976,-75.32193650107646,-81.85850514301812
9,건설업,DL이앤씨,375500,20230811,2023-2분기,0.7439263259392632,3.647428047985872,1.8031505987577263,9.711658496483269,88.52826949448847,158.02972236659488,72.67013514503753,6.513807585658915,-20.27731250796716
10,건설업,DL이앤씨,375500,20231116,2023-3분기,-1.3917071085119939,4.375656531821794,-3.6498246427055325,9.614677101588097,90.94927501644624,156.5597142599874,71.87806745760813,-6.7574013742147,11.858981274833802
11,건설업,DL이앤씨,375500,20240328,2023-4분기,-4.239428113689455,-4.1378615602936275,-2.529939707623269,9.787324835503677,95.942358422909,154.26425865656512,74.6796874672348,334.90655375472136,-511.27156531003675
12,건설업,DL이앤씨,375500,20240516,2024-1분기,0.5487344435787478,-3.2208553242459823,1.3746573657261947,9.571709670252943,102.31309925740118,149.64430060700064,75.19757942766894,-76.34181197488194,-81.5847872742009
13,건설업,DL이앤씨,375500,20240814,2024-2분기,0.854519921537627,-1.5732598100684951,1.963296483079093,8.08899537247249,103.32287729006269,147.28733828906698,77.3943428040417,9.504162831783503,-46.51156879926841
14,건설업,GS건설,6360,20200515,2020-1분기,3.1770557782110096,7.005328756855501,5.386590865339324,11.918843975146121,241.38420024012967,125.54041891538787,153.35637998468388,0.0,0.0
15,건설업,GS건설,6360,20200814,2020-2분기,-2.0327664222602406,6.4826468082767725,-3.344336744446233,11.997471902393448,226.7682660577384,124.36395357141643,152.25830774259896,4.33755073787514,-3.447287950278599
16,건설업,GS건설,6360,20201116,2020-3분기,-2.400108344385706,9.036158099422902,-4.436694190618836,15.179322936674765,218.49583434517027,128.33019311461388,148.95952029589225,-9.052473727805543,26.77171076136784
